"Symbol"	"Entrez"	"Description"
"Gm6989"	"-"	"-"
"Gm8723"	"-"	"-"
"Gm33677"	"102636674"	"predicted gene, 33677"
"Gm18029"	"-"	"-"
"Gm48410"	"-"	"-"
"Cdc5lrt8"	"668209"	"cell division cycle 5 like, retrotransposed 8"
"Gm7940"	"-"	"-"
"Gm48792"	"-"	"-"
"Gm34868"	"-"	"-"
"Gm47645"	"-"	"-"
"Gm47696"	"-"	"-"
"Gm48790"	"-"	"-"
"Gm47821"	"-"	"-"
"Gm19326"	"-"	"-"
"Gm33378"	"-"	"-"
"Gm47612"	"-"	"-"
"Gm38407"	"328061"	"predicted gene, 38407"
"Gm32872"	"-"	"-"
"Gm48878"	"-"	"-"
"Gm2027"	"-"	"-"
"Gm40770"	"-"	"-"
"Gm30034"	"-"	"-"
"Gm40685"	"-"	"-"
"Gm48100"	"-"	"-"
"Gm40604"	"-"	"-"
"Gm48034"	"-"	"-"
"Gm19005"	"-"	"-"
"Gm36543"	"-"	"-"
"Gm30534"	"-"	"-"
"Gm34574"	"102637874"	"predicted gene, 34574"
"Gm48146"	"-"	"-"
"Gm47519"	"-"	"-"
"Gm4739"	"-"	"-"
"Gm47915"	"-"	"-"
"Gm35101"	"-"	"-"
"Gm7422"	"-"	"-"
"Gm47415"	"102638980"	"predicted gene, 47415"
"Gm34376"	"-"	"-"
"Cdc5lrt5"	"668198"	"cell division cycle 5 like, retrotransposed 5"
"Gm48828"	"-"	"-"
"Gm48798"	"-"	"-"
"Gm48122"	"-"	"-"
"Gm35920"	"-"	"-"
"Gm46332"	"-"	"-"
"Gm48298"	"-"	"-"
"1700104L18Rik"	"73592"	"RIKEN cDNA 1700104L18 gene"
"A130012E19Rik"	"-"	"-"
"Gm6125"	"-"	"-"
"Gm47917"	"-"	"-"
"Gm9118"	"-"	"-"
"Gm1559"	"-"	"-"
"Gm48753"	"-"	"-"
"Gm48495"	"-"	"-"
"Gm29696"	"-"	"-"
"Gm47765"	"-"	"-"
"Gm35533"	"102639153"	"predicted gene, 35533"
"4930484H19Rik"	"75813"	"RIKEN cDNA 4930484H19 gene"
"Gm36595"	"102640560"	"predicted gene, 36595"
"Gm48464"	"-"	"-"
"Gm36173"	"102639992"	"predicted gene, 36173"
"Gm47006"	"-"	"-"
"Gm48053"	"-"	"-"
"Gm47098"	"-"	"-"
"Gm47222"	"-"	"-"
"Gm20049"	"-"	"-"
"Gm48752"	"-"	"-"
"Gm30232"	"-"	"-"
"Gm46224"	"-"	"-"
"Gm47036"	"-"	"-"
"Gm47143"	"-"	"-"
"4930432O09Rik"	"74647"	"RIKEN cDNA 4930432O09 gene"
"Gm47573"	"-"	"-"
"Gm32023"	"-"	"-"
"Gm18040"	"-"	"-"
"Gm9176"	"-"	"-"
"Gm7727"	"-"	"-"
"Gm47767"	"-"	"-"
"Gm47637"	"-"	"-"
"Gm38403"	"216377"	"predicted gene, 38403"
"Gm47842"	"-"	"-"
"Gm4305"	"100043235"	"predicted gene 4305"
"Gm35041"	"-"	"-"
"Rnf212b"	"102632837"	"ring finger protein 212B"
"Gm48522"	"-"	"-"
"Gm47439"	"-"	"-"
"Gm47930"	"-"	"-"
"Gm47094"	"-"	"-"
"Gm19181"	"-"	"-"
"Gm18596"	"-"	"-"
"Gm40375"	"-"	"-"
"Gm47704"	"-"	"-"
"Gm48263"	"-"	"-"
"4930520K02Rik"	"-"	"-"
"Gm48108"	"-"	"-"
"Gm40689"	"-"	"-"
"Gm35404"	"-"	"-"
"Gm47058"	"-"	"-"
"Gm48877"	"-"	"-"
"Gm34297"	"-"	"-"
"Gm48074"	"-"	"-"
"Gm32443"	"-"	"-"
"Gm47537"	"-"	"-"
"1700042O05Rik"	"-"	"-"
"Gm47726"	"-"	"-"
"Gm20337"	"-"	"-"
"Gm49344"	"-"	"-"
"Gm47970"	"-"	"-"
"Gm48023"	"-"	"-"
"Gm47946"	"-"	"-"
"Gm29807"	"-"	"-"
"Gm18339"	"-"	"-"
"Gm47961"	"-"	"-"
"Gm47634"	"-"	"-"
"Gm47073"	"-"	"-"
"Gm18502"	"-"	"-"
"Gm47391"	"-"	"-"
"Gm8613"	"-"	"-"
"Gm9583"	"-"	"-"
"Gm47009"	"-"	"-"
"Gm47567"	"-"	"-"
"Gm8633"	"667438"	"predicted gene 8633"
"Gm47831"	"-"	"-"
"Gm47020"	"-"	"-"
"4930521O17Rik"	"75067"	"RIKEN cDNA 4930521O17 gene"
"Gm48204"	"-"	"-"
"Gm18514"	"-"	"-"
"Gm48884"	"-"	"-"
"Gm5948"	"-"	"-"
"Gm47030"	"-"	"-"
"Gm47477"	"-"	"-"
"Gm18189"	"-"	"-"
"Gm47015"	"-"	"-"
"Gm7392"	"-"	"-"
"Gm10120"	"-"	"-"
"Gm29685"	"628877"	"predicted gene, 29685"
"BC042761"	"-"	"-"
"Gm48160"	"-"	"-"
"Gm30853"	"102632897"	"predicted gene, 30853"
"Gm47702"	"-"	"-"
"Gm18112"	"-"	"-"
"Gm18622"	"-"	"-"
"Gm47331"	"-"	"-"
"Gm18120"	"-"	"-"
"Cdc5lrt10"	"668216"	"cell division cycle 5 like, retrotransposed 10"
"Spata22"	"380709"	"spermatogenesis associated 22"
"Gm48104"	"-"	"-"
"Gm47572"	"-"	"-"
"Gm8768"	"-"	"-"
"4930579P08Rik"	"75878"	"RIKEN cDNA 4930579P08 gene"
"Gm31763"	"102634101"	"predicted gene, 31763"
"Gm7172"	"-"	"-"
"Gm48332"	"-"	"-"
"Gm47710"	"-"	"-"
"Gm47729"	"-"	"-"
"Gm7086"	"-"	"-"
"Gm4303"	"100043239"	"predicted gene 4307"
"Gm48308"	"-"	"-"
"Gm47491"	"-"	"-"
"Gm32305"	"-"	"-"
"Gm40983"	"-"	"-"
"Gm33958"	"-"	"-"
"Gm17746"	"-"	"-"
"Gm48590"	"-"	"-"
"Gm48251"	"-"	"-"
"4930511J24Rik"	"-"	"-"
"Gm48623"	"12890"	"predicted gene, 48623"
"Gm47597"	"-"	"-"
"Gm18983"	"-"	"-"
"Gm48885"	"-"	"-"
"Gm32151"	"-"	"-"
"Gm9280"	"-"	"-"
"Gm47493"	"-"	"-"
"Gm48871"	"-"	"-"
"Gm21939"	"-"	"-"
"Gm32369"	"-"	"-"
"Gm49929"	"-"	"-"
"Gm48336"	"-"	"-"
"Gm47984"	"-"	"-"
"Gm49732"	"-"	"-"
"Gm48889"	"-"	"-"
"Gm48645"	"-"	"-"
"4930547H16Rik"	"75278"	"RIKEN cDNA 4930547H16 gene"
"Gm47443"	"-"	"-"
"Gm32834"	"102635522"	"predicted gene, 32834"
"Gm47254"	"-"	"-"
"Gm48576"	"-"	"-"
"Gm31711"	"-"	"-"
"Gm6093"	"619715"	"predicted gene 6093"
"E430024I08Rik"	"-"	"-"
"Gm34278"	"-"	"-"
"Gm18499"	"-"	"-"
"4930428E07Rik"	"73867"	"RIKEN cDNA 4930428E07 gene"
"Gm48530"	"-"	"-"
"Gm48496"	"-"	"-"
"Gm49370"	"-"	"-"
"Gm33682"	"-"	"-"
"Gm48417"	"-"	"-"
"Gm48520"	"-"	"-"
"Gm18026"	"-"	"-"
"Gm21297"	"-"	"-"
"Gm2654"	"-"	"-"
"Gm34081"	"-"	"-"
"Gm18601"	"-"	"-"
"Gm8634"	"-"	"-"
"D430020J02Rik"	"319545"	"RIKEN cDNA D430020J02 gene"
"5033424D13Rik"	"-"	"-"
"Gm21007"	"-"	"-"
"Gm32939"	"-"	"-"
"Gm48419"	"-"	"-"
"Gm48556"	"-"	"-"
"Gm2123"	"-"	"-"
"Gm5954"	"-"	"-"
"Gm35298"	"-"	"-"
"Gm48143"	"-"	"-"
"Gm47372"	"-"	"-"
"Gm36635"	"-"	"-"
"Gm47869"	"-"	"-"
"Gm48030"	"-"	"-"
"Gm46312"	"-"	"-"
"Gm47977"	"-"	"-"
"Gm48064"	"-"	"-"
"Gm49386"	"-"	"-"
"Gm47656"	"-"	"-"
"9530050K03Rik"	"-"	"-"
"Gm6049"	"-"	"-"
"Gm40538"	"105245024"	"predicted gene, 40538"
"Gm48620"	"-"	"-"
"Gm47138"	"-"	"-"
"Gm47951"	"-"	"-"
"Gm34408"	"102637649"	"predicted gene, 34408"
"Gm48316"	"-"	"-"
"Gm8700"	"-"	"-"
"Gm48171"	"-"	"-"
"3732407C23Rik"	"-"	"-"
"Gm34084"	"-"	"-"
"Gm1995"	"-"	"-"
"Gm47196"	"-"	"-"
"Gm47833"	"-"	"-"
"Selenok-ps8"	"-"	"-"
"Gm6296"	"-"	"-"
"Gm47916"	"-"	"-"
"Gm46401"	"-"	"-"
"Gm9318"	"-"	"-"
"Gm47467"	"-"	"-"
"Gm48063"	"-"	"-"
"Gm48440"	"-"	"-"
"Gm9544"	"-"	"-"
"Gm47686"	"-"	"-"
"Gm48502"	"-"	"-"
"Gm49363"	"-"	"-"
"Gm48669"	"-"	"-"
"Gm7040"	"-"	"-"
"Gm18065"	"-"	"-"
"Gm40578"	"-"	"-"
"Gm48778"	"-"	"-"
"Gm34552"	"-"	"-"
"Gm47578"	"-"	"-"
"Gm47799"	"-"	"-"
"Gm47812"	"-"	"-"
"5830428M24Rik"	"76062"	"RIKEN cDNA 5830428M24 gene"
"Gm47021"	"-"	"-"
"Gm36550"	"-"	"-"
"Gm48491"	"-"	"-"
"Gm9265"	"-"	"-"
"Gm9249"	"-"	"-"
"Gm48302"	"-"	"-"
"Gm47188"	"-"	"-"
"Gm7753"	"-"	"-"
"Gm47149"	"-"	"-"
"Gm48621"	"-"	"-"
"Gm48579"	"-"	"-"
"Gm47469"	"-"	"-"
"Gm48347"	"-"	"-"
"Gm48544"	"-"	"-"
"Gm8016"	"666272"	"predicted gene 8016"
"Gm47672"	"-"	"-"
"Gm31513"	"-"	"-"
"Gm18262"	"-"	"-"
"Gm47514"	"-"	"-"
"Gm48700"	"-"	"-"
"6030440G07Rik"	"77878"	"RIKEN cDNA 6030440G07 gene"
"Gm48812"	"-"	"-"
"Gm48311"	"-"	"-"
"Gm46344"	"-"	"-"
"Gm48041"	"-"	"-"
"Rps18-ps5"	"-"	"-"
"Gm48895"	"-"	"-"
"Gm34667"	"-"	"-"
"Gm40394"	"-"	"-"
"Gm48870"	"-"	"-"
"Gm47217"	"-"	"-"
"Gm47166"	"-"	"-"
"Gm48133"	"-"	"-"
"Gm48541"	"-"	"-"
"Gm48420"	"-"	"-"
"Gm6353"	"-"	"-"
"Gm47820"	"-"	"-"
"Gm48261"	"-"	"-"
"Gm3772"	"100042291"	"predicted gene 3772"
"Rpl7a-ps1"	"-"	"-"
"Gm47088"	"-"	"-"
"Gm49379"	"-"	"-"
"Gm48734"	"-"	"-"
"Gm48709"	"-"	"-"
"Gm48928"	"-"	"-"
"Gm3333"	"-"	"-"
"D730050B12Rik"	"78446"	"RIKEN cDNA D730050B12 gene"
"Gm48513"	"-"	"-"
"A030003K21Rik"	"-"	"-"
"Gm47383"	"-"	"-"
"Gm47376"	"-"	"-"
"4930473H19Rik"	"74926"	"RIKEN cDNA 4930473H19 gene"
"Gm36757"	"-"	"-"
"Gm46997"	"-"	"-"
"Gm48190"	"-"	"-"
"Gm9279"	"-"	"-"
"Gm34662"	"102637984"	"predicted gene, 34662"
"Gm36862"	"-"	"-"
"Gm47447"	"-"	"-"
"Gm7969"	"666185"	"predicted gene 7969"
"Gm40884"	"-"	"-"
"Gm47959"	"-"	"-"
"Gm2912"	"-"	"-"
"Gm34016"	"102637126"	"predicted gene, 34016"
"Gm48754"	"-"	"-"
"Gm33424"	"-"	"-"
"A930040O22Rik"	"-"	"-"
"Gm47806"	"-"	"-"
"Gm47371"	"-"	"-"
"Gm47139"	"-"	"-"
"Gm3338"	"-"	"-"
"Gm47832"	"-"	"-"
"Gm7712"	"-"	"-"
"Gm48528"	"-"	"-"
"Gm7754"	"-"	"-"
"Gm8725"	"-"	"-"
"Gm2614"	"-"	"-"
"Gm47846"	"-"	"-"
"4930480M12Rik"	"74930"	"RIKEN cDNA 4930480M12 gene"
"Gm47878"	"-"	"-"
"Gm2544"	"-"	"-"
"Gm3829"	"-"	"-"
"Gm48883"	"-"	"-"
"E330035G20Rik"	"320390"	"RIKEN cDNA E330035G20 gene"
"Gm35161"	"-"	"-"
"Gm48644"	"-"	"-"
"Gm40864"	"-"	"-"
"Gm47193"	"-"	"-"
"Gm47650"	"-"	"-"
"Gm47588"	"-"	"-"
"Gm48154"	"-"	"-"
"Gm47813"	"-"	"-"
"Gm21569"	"-"	"-"
"Gm47721"	"-"	"-"
"Gm48290"	"-"	"-"
"Gm9231"	"-"	"-"
"Gm21039"	"-"	"-"
"Gm18795"	"-"	"-"
"Gm48170"	"-"	"-"
"Gm19951"	"105245440"	"predicted gene, 19951"
"Gm7511"	"-"	"-"
"Gm47177"	"-"	"-"
"Gm48011"	"-"	"-"
"Gm48624"	"-"	"-"
"Gm47748"	"-"	"-"
"Gm18114"	"-"	"-"
"Ly6e-ps1"	"-"	"-"
"Gm2754"	"-"	"-"
"Vmn2r-ps95"	"-"	"-"
"Gm47406"	"-"	"-"
"Gm47207"	"-"	"-"
"Gm48456"	"-"	"-"
"Gm49383"	"-"	"-"
"Gm18263"	"-"	"-"
"Gm48690"	"-"	"-"
"Gm48422"	"-"	"-"
"Gm48367"	"-"	"-"
"Gm48713"	"-"	"-"
"Gm48354"	"-"	"-"
"Gm48223"	"-"	"-"
"Gm31447"	"102633682"	"predicted gene, 31447"
"Gm48771"	"-"	"-"
"Gm47440"	"-"	"-"
"Gm47457"	"-"	"-"
"Gm47554"	"-"	"-"
"Or1j8"	"-"	"-"
"4930559C10Rik"	"75295"	"RIKEN cDNA 4930559C10 gene"
"Gm47863"	"-"	"-"
"Gm19047"	"-"	"-"
"Gm48482"	"-"	"-"
"Gm7614"	"-"	"-"
"Gm6171"	"-"	"-"
"Gm36839"	"-"	"-"
"Gm48359"	"-"	"-"
"Gm47836"	"-"	"-"
"Gm48221"	"-"	"-"
"Gm9292"	"-"	"-"
"Gm9973"	"-"	"-"
"Gm7214"	"-"	"-"
"Mylf-ps"	"-"	"-"
"1700030L22Rik"	"-"	"-"
"Gm46998"	"-"	"-"
"Gm47954"	"-"	"-"
"Gm20102"	"-"	"-"
"Gm47664"	"-"	"-"
"Gm49654"	"-"	"-"
"Gm47127"	"-"	"-"
"A330076C08Rik"	"100503592"	"RIKEN cDNA A330076C08 gene"
"Gm5955"	"102636530"	"predicted gene 5955"
"Gm35638"	"-"	"-"
"B020018J22Rik"	"100126692"	"Riken cDNA B020018J22 gene"
"Gm47545"	"-"	"-"
"Gm48343"	"-"	"-"
"Gm18032"	"-"	"-"
"Gm40576"	"-"	"-"
"Gm47998"	"-"	"-"
"Gm48586"	"-"	"-"
"D230049E03Rik"	"-"	"-"
"Gm48318"	"-"	"-"
"Gm6988"	"629595"	"predicted gene 6988"
"Gm9229"	"-"	"-"
"Gm48632"	"-"	"-"
"Eif1ad13"	"-"	"-"
"Gm48291"	"-"	"-"
"Gm47587"	"-"	"-"
"Gm46430"	"108168101"	"predicted gene, 46430"
"Gm48525"	"-"	"-"
"Gm3742"	"-"	"-"
"Cbx3-ps5"	"544944"	"chromobox 3, pseudogene 5"
"Gm48421"	"-"	"-"
"1700081N11Rik"	"-"	"-"
"4930474N09Rik"	"67639"	"RIKEN cDNA 4930474N09 gene"
"4921525O09Rik"	"74050"	"RIKEN cDNA 4921525O09 gene"
"Gm47435"	"-"	"-"
"Gm19540"	"-"	"-"
"Gm48010"	"-"	"-"
"Gm18749"	"-"	"-"
"Gm40841"	"-"	"-"
"Gm47187"	"-"	"-"
"4933409F18Rik"	"74668"	"RIKEN cDNA 4933409F18 gene"
"Gm17890"	"-"	"-"
"Gm35208"	"-"	"-"
"Gm18880"	"-"	"-"
"Gm48557"	"-"	"-"
"Gm48147"	"-"	"-"
"Gm48444"	"-"	"-"
"Gm36074"	"-"	"-"
"Gm47808"	"-"	"-"
"4933433N18Rik"	"-"	"-"
"4930471E15Rik"	"-"	"-"
"Gm18442"	"-"	"-"
"Gm48101"	"-"	"-"
"Gm5189"	"-"	"-"
"Gm48494"	"-"	"-"
"Gm31063"	"-"	"-"
"Gm49330"	"-"	"-"
"Gm47872"	"-"	"-"
"Gm40548"	"-"	"-"
"Gm6109"	"619883"	"predicted gene 6109"
"Gm47251"	"-"	"-"
"Gm18388"	"-"	"-"
"Gm48338"	"-"	"-"
"Gm40663"	"-"	"-"
"Gm48016"	"-"	"-"
"Gm36525"	"-"	"-"
"Gm31218"	"-"	"-"
"Gm48574"	"-"	"-"
"Gm36752"	"-"	"-"
"Gm30155"	"102631956"	"predicted gene, 30155"
"Gm18338"	"-"	"-"
"Gm33312"	"-"	"-"
"Gm48585"	"-"	"-"
"Gm18363"	"-"	"-"
"Gm33489"	"-"	"-"
"Gm48241"	"-"	"-"
"Gm272"	"-"	"-"
"Tes3-ps"	"-"	"-"
"Gm48527"	"-"	"-"
"Gm30409"	"-"	"-"
"Gm7446"	"-"	"-"
"Gm35190"	"-"	"-"
"Gm53057"	"115488140"	"predicted gene 53057"
"Gm47404"	"-"	"-"
"Gm48551"	"-"	"-"
"Gm4811"	"-"	"-"
"Gm19095"	"-"	"-"
"Gm30198"	"-"	"-"
"Gm19563"	"-"	"-"
"Gm47969"	"-"	"-"
"4930477G07Rik"	"-"	"-"
"Gm47494"	"-"	"-"
"Gm48235"	"-"	"-"
"Gm40653"	"-"	"-"
"Gm34809"	"102638187"	"predicted gene, 34809"
"Gm48423"	"-"	"-"
"Gm41002"	"-"	"-"
"Tubb2a-ps2"	"-"	"-"
"Gm33630"	"102636618"	"predicted gene, 33630"
"Gm18116"	"-"	"-"
"Gm33016"	"-"	"-"
"Gm47470"	"-"	"-"
"Gm21559"	"100862206"	"predicted gene, 21559"
"Gm11360"	"-"	"-"
"Gm20368"	"-"	"-"
"Gm35890"	"-"	"-"
"Gm48213"	"-"	"-"
"Gm36128"	"-"	"-"
"Gm18627"	"-"	"-"
"Gm40853"	"-"	"-"
"Gm47982"	"-"	"-"
"Gm48044"	"-"	"-"
"A530058O07Rik"	"-"	"-"
"Gm19001"	"-"	"-"
"Gm18413"	"-"	"-"
"Gm48688"	"-"	"-"
"Gm49326"	"-"	"-"
"Gm49357"	"-"	"-"
"Gm48032"	"-"	"-"
"Rpl17-ps6"	"-"	"-"
"Gm48559"	"-"	"-"
"Gm35618"	"-"	"-"
"Gm49371"	"-"	"-"
"Gm48103"	"-"	"-"
"Gm32219"	"-"	"-"
"4930423D22Rik"	"-"	"-"
"Gm48618"	"-"	"-"
"Gm47811"	"-"	"-"
"Mif-ps7"	"-"	"-"
"Gm48516"	"-"	"-"
"Gm48445"	"-"	"-"
"Gm48408"	"-"	"-"
"Gm47884"	"-"	"-"
"Gm47428"	"-"	"-"
"Gm48052"	"-"	"-"
"Gm32036"	"-"	"-"
"Gm2721"	"100040339"	"predicted gene 2721"
"Gm8227"	"-"	"-"
"Gm48253"	"-"	"-"
"Gm48573"	"-"	"-"
"Gm18113"	"-"	"-"
"Gm9628"	"-"	"-"
"Gm47515"	"-"	"-"
"Gm8075"	"-"	"-"
"Gm48492"	"-"	"-"
"Gm18625"	"-"	"-"
"Gm48819"	"-"	"-"
"Gm48080"	"-"	"-"
"Gm47586"	"-"	"-"
"Gm48615"	"-"	"-"
"Gm47260"	"-"	"-"
"4930555G21Rik"	"75252"	"RIKEN cDNA 4930555G21 gene"
"Gm34237"	"-"	"-"
"3110009F21Rik"	"67280"	"RIKEN cDNA 3110009F21 gene"
"Gm9259"	"-"	"-"
"Gm19011"	"-"	"-"
"D030007L05Rik"	"-"	"-"
"Gm48296"	"-"	"-"
"Gm16497"	"791361"	"predicted gene 16497"
"Gm19220"	"-"	"-"
"A530046M15Rik"	"328190"	"RIKEN cDNA A530046M15 gene"
"Gm17915"	"-"	"-"
"Gm7695"	"-"	"-"
"9430031K09Rik"	"-"	"-"
"AA414992"	"-"	"-"
"Gm34923"	"-"	"-"
"Gm49251"	"-"	"-"
"Gm48096"	"-"	"-"
"Eprn"	"-"	"-"
"Gm47323"	"-"	"-"
"Gm8607"	"-"	"-"
"Gm48369"	"-"	"-"
"Vmn2r-ps102"	"-"	"-"
"Gm48575"	"-"	"-"
"Gm34639"	"-"	"-"
"Gm18878"	"-"	"-"
"Gm20789"	"-"	"-"
"Gm48888"	"-"	"-"
"Gm48012"	"-"	"-"
"Gm19195"	"-"	"-"
"1700112M02Rik"	"-"	"-"
"Gm48730"	"-"	"-"
"Gm48355"	"-"	"-"
"B930059L03Rik"	"-"	"-"
"Gm40557"	"105245048"	"predicted gene, 40557"
"Gm48187"	"-"	"-"
"Gm48059"	"-"	"-"
"Gm48424"	"-"	"-"
"Gm47259"	"-"	"-"
"Gm47125"	"-"	"-"
"Gm10054"	"-"	"-"
"Gm8504"	"-"	"-"
"Gm46348"	"-"	"-"
"Gm48588"	"-"	"-"
"Gm18624"	"-"	"-"
"Gm55746"	"-"	"-"
"Gm33654"	"-"	"-"
"Gm47838"	"-"	"-"
"Gm48572"	"-"	"-"
"Gm48446"	"-"	"-"
"Gm47660"	"-"	"-"
"Gm46436"	"-"	"-"
"Gm48682"	"-"	"-"
"Vmn2r-ps97"	"-"	"-"
"Gm48429"	"-"	"-"
"Gm47267"	"-"	"-"
"Gm47859"	"-"	"-"
"Gm48405"	"-"	"-"
"Gm47357"	"-"	"-"
"Gm31508"	"102633758"	"predicted gene, 31508"
"Gm48111"	"-"	"-"
"Gm9512"	"-"	"-"
"Gm32635"	"102635247"	"predicted gene, 32635"
"Gm48327"	"-"	"-"
"Gm36262"	"-"	"-"
"Gm48415"	"-"	"-"
"Gm48436"	"-"	"-"
"Gm48365"	"-"	"-"
"Gm33467"	"-"	"-"
"Gm9194"	"-"	"-"
"Gm5194"	"-"	"-"
"Gm48199"	"-"	"-"
"Gm8605"	"-"	"-"
"Gm18247"	"-"	"-"
"Zfp996"	"-"	"-"
"Gm9315"	"-"	"-"
"Gm48622"	"-"	"-"
"Gm4935"	"-"	"-"
"Gm7762"	"665738"	"predicted gene 7762"
"Gm47437"	"-"	"-"
"Gm48540"	"-"	"-"
"Gm8288"	"-"	"-"
"Gm20043"	"100504070"	"predicted gene, 20043"
"Gm48643"	"-"	"-"
"Gm5191"	"-"	"-"
"Gm21941"	"-"	"-"
"Gm18504"	"-"	"-"
"Gm3234"	"-"	"-"
"Gm49328"	"-"	"-"
"Gm47478"	"-"	"-"
"Gm47172"	"-"	"-"
"Gm5789"	"-"	"-"
"Gm7242"	"-"	"-"
"Gm4166"	"-"	"-"
"Gm47556"	"-"	"-"
"Gm3791"	"-"	"-"
"Gm48161"	"-"	"-"
"Gm48653"	"-"	"-"
"Gm6056"	"-"	"-"
"Gm46378"	"-"	"-"
"Gm7664"	"-"	"-"
"Gm20063"	"100504101"	"predicted gene, 20063"
"Gm47086"	"-"	"-"
"Gm6722"	"-"	"-"
"8430406P12Rik"	"-"	"-"
"Gm47489"	"-"	"-"
"3200001D21Rik"	"71818"	"RIKEN cDNA 3200001D21 gene"
"Gm19441"	"-"	"-"
"Gm48392"	"-"	"-"
"Gm47412"	"-"	"-"
"Gm47369"	"-"	"-"
"Gm49382"	"-"	"-"
"Gm46404"	"-"	"-"
"Gm40438"	"-"	"-"
"Gm47973"	"-"	"-"
"Gm48668"	"-"	"-"
"Gm48672"	"-"	"-"
"Gm48661"	"-"	"-"
"Gm47455"	"-"	"-"
"Gm48538"	"-"	"-"
"Gm7042"	"-"	"-"
"Gm48073"	"-"	"-"
"Zfp935"	"71508"	"zinc finger protein 935"
"Gm47421"	"-"	"-"
"Gm18616"	"-"	"-"
"Gm30709"	"-"	"-"
"Gm47373"	"-"	"-"
"Gm48825"	"-"	"-"
"Gm30738"	"-"	"-"
"Gm47152"	"-"	"-"
"Gm33684"	"-"	"-"
"Gm30655"	"-"	"-"
"Gm48686"	"-"	"-"
"Gm48186"	"-"	"-"
"Gm48248"	"-"	"-"
"4930520P13Rik"	"75086"	"RIKEN cDNA 4930520P13 gene"
"Gm47901"	"-"	"-"
"Gm40271"	"105244713"	"predicted gene, 40271"
"Gm48649"	"-"	"-"
"Gm46350"	"-"	"-"
"Gm48165"	"-"	"-"
"Gm7065"	"-"	"-"
"4930448F12Rik"	"73992"	"RIKEN cDNA 4930448F12 gene"
"Gm48116"	"-"	"-"
"Gm47602"	"-"	"-"
"Gm7045"	"-"	"-"
"Gm48110"	"-"	"-"
"Gm49366"	"-"	"-"
"Gm48309"	"-"	"-"
"Gm45965"	"-"	"-"
"Gm18405"	"-"	"-"
"Gm47796"	"-"	"-"
"Gm47413"	"-"	"-"
"Gm48388"	"-"	"-"
"Gm48167"	"-"	"-"
"Gm47548"	"-"	"-"
"Gm47157"	"-"	"-"
"Gm48000"	"-"	"-"
"Gm48676"	"-"	"-"
"Gm47422"	"-"	"-"
"Gm47819"	"-"	"-"
"Ubl5b"	"100042786"	"ubiquitin-like 5B"
"Gm18620"	"-"	"-"
"Gm19221"	"-"	"-"
"Gm47792"	"115488144"	"predicted gene, 47792"
"Gm7441"	"-"	"-"
"Gm48102"	"-"	"-"
"Gm19792"	"-"	"-"
"Gm6575"	"-"	"-"
"Gm18030"	"-"	"-"
"Gm4036"	"-"	"-"
"Gm18500"	"-"	"-"
"Gm47249"	"-"	"-"
"Gm18940"	"-"	"-"
"Gm47411"	"-"	"-"
"Gm47490"	"-"	"-"
"Selenok-ps5"	"-"	"-"
"Gm48593"	"-"	"-"
"Gm49377"	"-"	"-"
"Gm48613"	"-"	"-"
"Gm9742"	"-"	"-"
"Gm19009"	"-"	"-"
"Gm7239"	"-"	"-"
"Gm19046"	"-"	"-"
"Gm9063"	"-"	"-"
"Gm19118"	"-"	"-"
"Gm18960"	"-"	"-"
"Gm29675"	"-"	"-"
"Gm47368"	"-"	"-"
"Gm47905"	"-"	"-"
"Gm48304"	"-"	"-"
"Gm47541"	"-"	"-"
"Gm4257"	"-"	"-"
"Gm29787"	"-"	"-"
"Gm48479"	"-"	"-"
"Gm48366"	"-"	"-"
"Gm47847"	"-"	"-"
"Gm47453"	"-"	"-"
"Gm48079"	"-"	"-"
"Gm32699"	"-"	"-"
"Gm47484"	"-"	"-"
"Gm8672"	"-"	"-"
"Gm2915"	"-"	"-"
"Gm47393"	"-"	"-"
"Gm46992"	"-"	"-"
"Gm19163"	"-"	"-"
"AU015791"	"-"	"-"
"Gm49327"	"-"	"-"
"Gm48807"	"-"	"-"
"Gm48665"	"-"	"-"
"Gm47684"	"-"	"-"
"Gm47206"	"-"	"-"
"Gm48409"	"-"	"-"
"Gm19154"	"-"	"-"
"Gm36264"	"-"	"-"
"4833405L11Rik"	"-"	"-"
"Gm48238"	"-"	"-"
"Gm18441"	"-"	"-"
"Gm46389"	"-"	"-"
"Gm34047"	"-"	"-"
"Gm7739"	"-"	"-"
"Gm29687"	"629481"	"predicted gene, 29687"
"Gm7768"	"-"	"-"
"Gm48046"	"-"	"-"
"Gm40932"	"-"	"-"
"Gm36758"	"-"	"-"
"Gm10095"	"-"	"-"
"Gm48317"	"-"	"-"
"Gm47657"	"-"	"-"
"Tmdd1"	"118568222"	"transmembrane and death domain 1"
"Gm40987"	"-"	"-"
"Gm48519"	"-"	"-"
"Gm19176"	"-"	"-"
"Gm47619"	"-"	"-"
"Gm2492"	"-"	"-"
"Gm48560"	"-"	"-"
"Cbx3-ps2"	"118568054"	"chromobox 3, pseudogene 2"
"Gm40977"	"-"	"-"
"Gm32300"	"-"	"-"
"Gm46369"	"-"	"-"
"Gm48035"	"-"	"-"
"Gm5953"	"-"	"-"
"Gm48137"	"-"	"-"
"Gm7959"	"-"	"-"
"AU017674"	"-"	"-"
"Gm48037"	"-"	"-"
